,movie_id,iso_639_1,name,new_lang_id,new_movie_id
460,180,sv,svenska,11,102
461,672,en,English,0,362
462,36557,en,English,0,1695
463,36557,fr,Français,2,1695
464,869,en,English,0,483
465,280,en,English,0,161
466,280,es,Español,1,161
467,11322,en,English,0,1492
468,4982,en,English,0,2045
469,36955,en,English,0,1819
470,36955,fr,Français,2,1819
471,36955,de,Deutsch,4,1819
472,36955,ar,العربية,20,1819
473,18487,en,English,0,1091
474,39451,en,English,0,2463
475,27581,en,English,0,1440
476,9268,en,English,0,550
477,68718,en,English,0,1509
478,68718,fr,Français,2,1509
479,68718,de,Deutsch,4,1509
480,10545,en,English,0,1199
481,10545,la,Latin,14,1199
482,11688,en,English,0,1608
483,76163,en,English,0,873
484,2059,en,English,0,1075
485,2059,es,Español,1,1075
486,2059,la,Latin,14,1075
487,2486,en,English,0,1255
488,16523,en,English,0,73
489,116711,en,English,0,2534
490,37710,en,English,0,2032
491,37710,es,Español,1,2032
492,37710,fr,Français,2,2032
493,37710,it,Italiano,3,2032
494,37710,ru,Pусский,10,2032
495,9946,en,English,0,899
496,9946,it,Italiano,3,899
497,9946,la,Latin,14,899
498,1372,en,English,0,699
499,1372,af,Afrikaans,32,699
500,106646,en,English,0,78
501,106646,fr,Français,2,78
502,414,en,English,0,223
503,563,en,English,0,295
504,83542,en,English,0,829
505,41216,en,English,0,146
506,314,en,English,0,173
507,314,es,Español,1,173
508,184315,en,English,0,1797
509,9016,en,English,0,459
510,18162,en,English,0,910
511,138103,en,English,0,2546
512,257088,en,English,0,1495
513,205775,en,English,0,523
514,11692,en,English,0,1611
515,22972,en,English,0,2439
516,22972,ar,العربية,20,2439
517,29193,en,English,0,1946
518,1734,en,English,0,888
519,1734,ar,العربية,20,888
520,3131,en,English,0,1493
521,3131,zh,普通话,7,1493
522,3131,la,Latin,14,1493
523,3131,ga,Gaeilge,33,1493
524,76758,en,English,0,1453
525,76758,zh,普通话,7,1453
526,76758,ja,日本語,13,1453
527,9408,en,English,0,622
528,9890,en,English,0,865
529,855,en,English,0,473
530,855,so,Somali,34,473
531,18,en,English,0,9
532,18,de,Deutsch,4,9
533,18,sv,svenska,11,9
534,37786,en,English,0,2053
535,37786,ar,العربية,20,2053
536,10501,en,English,0,2197
537,57800,en,English,0,246
538,150689,en,English,0,1445
539,7980,en,English,0,2506
540,12,en,English,0,5
541,122,en,English,0,66
542,121,en,English,0,65
543,68737,en,English,0,1521
544,1995,en,English,0,1034
545,157353,en,English,0,871
546,331,en,English,0,1028
547,331,es,Español,1,1028
548,61791,en,English,0,1894
549,8204,en,English,0,32
550,47964,en,English,0,2535
551,47964,ru,Pусский,10,2535
552,10733,en,English,0,1280
553,10733,es,Español,1,1280
554,9806,en,English,0,824
555,9806,fr,Français,2,824
556,1408,en,English,0,719
557,1408,la,Latin,14,719
558,32657,en,English,0,2801
559,607,en,English,0,318
560,607,es,Español,1,318
561,863,en,English,0,2085
562,44048,en,English,0,1476
563,5175,en,English,0,2082
564,5175,zh,普通话,7,2082
565,5175,cn,广州话 / 廣州話,24,2082
566,2655,en,English,0,1320
567,22794,en,English,0,2380
568,8355,en,English,0,88
569,116745,en,English,0,1815
570,4327,en,English,0,1859
571,4327,de,Deutsch,4,1859
572,4327,ja,日本語,13,1859
573,4327,cn,广州话 / 廣州話,24,1859
574,4327,fi,suomi,35,1859
575,1422,en,English,0,724
576,1422,cn,广州话 / 廣州話,24,724
577,10674,en,English,0,1253
578,10674,zh,普通话,7,1253
579,7446,en,English,0,2648
580,7446,zh,普通话,7,2648
581,65754,en,English,0,125
582,1572,en,English,0,796
583,1572,de,Deutsch,4,796
584,1572,ro,Română,12,796
585,10528,en,English,0,1194
586,10528,fr,Français,2,1194
587,271969,en,English,0,834
588,10865,en,English,0,1324
589,10865,es,Español,1,1324
590,10865,fr,Français,2,1324
591,2253,en,English,0,1158
592,2253,de,Deutsch,4,1158
593,10661,en,English,0,1247
594,10661,he,עִבְרִית,29,1247
595,257344,en,English,0,1577
596,644,en,English,0,343
597,10756,en,English,0,1285
598,686,en,English,0,372
599,9383,en,English,0,610
600,179,en,English,0,101
601,179,fr,Français,2,101
602,179,pt,Português,16,101
603,76285,en,English,0,1283
604,1996,en,English,0,1035
605,1996,zh,普通话,7,1035
606,291805,en,English,0,2066
607,291805,zh,普通话,7,2066
608,10003,en,English,0,926
609,10003,ru,Pусский,10,926
610,1535,en,English,0,777
611,1535,fr,Français,2,777
612,1535,de,Deutsch,4,777
613,1535,ar,العربية,20,777
614,1535,cn,广州话 / 廣州話,24,777
615,2067,en,English,0,1078
616,46195,en,English,0,2097
617,46195,pt,Português,16,2097
618,2277,en,English,0,1168
619,4477,en,English,0,1901
620,8665,en,English,0,250
621,9387,en,English,0,613
622,921,en,English,0,504
623,49852,en,English,0,382
624,49852,da,Dansk,30,382
625,4464,en,English,0,1895
626,664,en,English,0,357
627,8358,en,English,0,90
628,8358,ru,Pусский,10,90
629,9836,en,English,0,843
630,2502,en,English,0,1264
631,2502,it,Italiano,3,1264
632,2502,de,Deutsch,4,1264
633,2502,ru,Pусский,10,1264
634,9772,en,English,0,804
635,9772,ru,Pусский,10,804
636,161,en,English,0,86
637,161,it,Italiano,3,86
638,52451,en,English,0,1553
639,76492,en,English,0,1579
640,4523,en,English,0,1913
641,59961,en,English,0,1303
642,59961,es,Español,1,1303
643,59961,af,Afrikaans,32,1303
644,10481,en,English,0,2167
645,59108,en,English,0,2190
646,1581,en,English,0,805
647,9798,en,English,0,817
648,22897,en,English,0,2409
649,22897,fr,Français,2,2409
650,298,en,English,0,168
651,298,es,Español,1,168
652,298,fr,Français,2,168
653,7484,en,English,0,2667
654,157350,en,English,0,1053
655,853,en,English,0,471
656,853,de,Deutsch,4,471
657,853,ru,Pусский,10,471
658,10159,en,English,0,1019
659,10159,pt,Português,16,1019
660,9593,en,English,0,714
661,1904,en,English,0,2776
662,1904,ja,日本語,13,2776
663,9615,en,English,0,725
664,9615,ja,日本語,13,725
665,297,en,English,0,1661
666,9884,en,English,0,863
667,9884,es,Español,1,863
668,62764,en,English,0,2145
669,22538,en,English,0,2329
670,9341,en,English,0,585
671,12107,en,English,0,1735
672,9637,en,English,0,737
673,49049,en,English,0,2804
674,9339,en,English,0,584
675,9339,ja,日本語,13,584
676,9339,pt,Português,16,584
677,16281,en,English,0,2692
678,16281,it,Italiano,3,2692
679,39691,en,English,0,2507
680,39691,th,ภาษาไทย,8,2507
681,11253,en,English,0,1466
682,1949,en,English,0,1010
683,8452,en,English,0,149
684,310,en,English,0,172
685,27578,en,English,0,1438
686,27578,es,Español,1,1438
687,954,en,English,0,518
688,954,fr,Français,2,518
689,954,cs,Český,23,518
690,70160,en,English,0,1948
691,45243,en,English,0,1849
692,45243,th,ภาษาไทย,8,1849
693,364,en,English,0,195
694,7518,en,English,0,1938
695,11544,en,English,0,1565
696,9986,en,English,0,918
697,8656,en,English,0,248
698,9291,en,English,0,564
699,55301,en,English,0,2327
700,109418,en,English,0,1401
701,11665,en,English,0,1599
702,11665,ru,Pусский,10,1599
703,6964,en,English,0,2519
704,6964,fr,Français,2,2519
705,11324,en,English,0,1494
706,11324,de,Deutsch,4,1494
707,12193,en,English,0,1771
708,9928,en,English,0,890
709,9928,it,Italiano,3,890
710,754,en,English,0,1914
711,754,la,Latin,14,1914
712,10202,en,English,0,1047
713,4147,en,English,0,1812
714,50546,en,English,0,712
715,1701,en,English,0,867
716,13027,en,English,0,1989
717,2289,en,English,0,1175
718,20504,en,English,0,1804
719,9574,en,English,0,52
720,11618,en,English,0,1817
721,2300,en,English,0,1184
722,10200,en,English,0,1045
723,10200,zh,普通话,7,1045
724,8834,en,English,0,1709
725,228150,en,English,0,2520
726,6068,en,English,0,2308
727,6068,de,Deutsch,4,2308
728,6068,th,ภาษาไทย,8,2308
729,41515,en,English,0,289
730,9023,en,English,0,461
731,38317,en,English,0,2168
732,2157,en,English,0,1121
733,14462,en,English,0,2353
734,159824,en,English,0,1818
735,159824,th,ภาษาไทย,8,1818
736,49948,en,English,0,1979
737,2135,en,English,0,1109
738,9705,en,English,0,772
739,9705,de,Deutsch,4,772
740,1656,en,English,0,848
741,1656,es,Español,1,848
742,1656,it,Italiano,3,848
743,12159,en,English,0,1760
744,4442,en,English,0,1191
745,4442,fr,Français,2,1191
746,4442,it,Italiano,3,1191
747,4442,de,Deutsch,4,1191
748,75,en,English,0,34
749,75,fr,Français,2,34
750,19959,en,English,0,2062
751,19959,fr,Français,2,2062
752,11973,en,English,0,1689
753,11973,ru,Pусский,10,1689
754,11228,en,English,0,1456
755,77951,en,English,0,1831
756,5491,en,English,0,2156
757,5491,fr,Français,2,2156
758,10715,en,English,0,1274
759,10197,en,English,0,1706
760,10197,fr,Français,2,1706
761,10197,it,Italiano,3,1706
762,9562,en,English,0,697
763,9562,fr,Français,2,697
764,9922,en,English,0,886
765,9922,fr,Français,2,886
766,9447,en,English,0,642
767,274854,en,English,0,1912
768,8870,en,English,0,367
769,9992,en,English,0,922
770,10077,en,English,0,971
771,10077,zh,普通话,7,971
772,76649,en,English,0,2811
773,453,en,English,0,1339
774,8587,en,English,0,214
775,72545,en,English,0,2537
776,109451,en,English,0,1413
777,9533,en,English,0,682
778,2023,en,English,0,1055
779,71880,en,English,0,2365
780,584,en,English,0,301
781,584,es,Español,1,301
782,309809,en,English,0,2466
783,4858,en,English,0,1996
784,4858,ru,Pусский,10,1996
785,328111,en,English,0,1295
786,8698,en,English,0,266
787,8698,it,Italiano,3,266
788,8698,de,Deutsch,4,266
789,93456,en,English,0,1563
790,602,en,English,0,313
791,330,en,English,0,181
792,953,en,English,0,517
793,953,es,Español,1,517
794,953,fr,Français,2,517
795,953,th,ภาษาไทย,8,517
796,953,pt,Português,16,517
797,9693,en,English,0,766
798,36657,en,English,0,1724
799,8909,en,English,0,393
800,9802,en,English,0,821
801,950,en,English,0,514
802,1824,en,English,0,937
803,2976,en,English,0,1426
804,11026,en,English,0,1372
805,75656,en,English,0,995
806,75656,fr,Français,2,995
807,38365,en,English,0,2183
808,594,en,English,0,309
809,594,es,Español,1,309
810,594,fr,Français,2,309
811,594,ru,Pусский,10,309
812,594,bg,български език,36,309
813,15189,en,English,0,2533
814,11678,en,English,0,1603
815,11678,ur,اردو,19,1603
816,6538,en,English,0,2419
817,6538,ru,Pусский,10,2419
818,6538,ur,اردو,19,2419
819,6538,ar,العربية,20,2419
820,6538,he,עִבְרִית,29,2419
821,10555,en,English,0,1204
822,1125,en,English,0,576
823,4551,en,English,0,1922
824,4551,ru,Pусский,10,1922
825,612,en,English,0,322
826,612,fr,Français,2,322
827,612,it,Italiano,3,322
828,612,de,Deutsch,4,322
829,612,el,ελληνικά,6,322
830,612,ru,Pусский,10,322
831,612,ar,العربية,20,322
832,612,he,עִבְרִית,29,322
833,9567,en,English,0,701
834,37821,en,English,0,2060
835,203801,en,English,0,2581
836,203801,it,Italiano,3,2581
837,203801,de,Deutsch,4,2581
838,203801,ru,Pусский,10,2581
839,2539,en,English,0,1893
840,2539,es,Español,1,1893
841,9297,en,English,0,568
842,3172,en,English,0,1506
843,6520,en,English,0,2412
844,6520,fr,Français,2,2412
845,37958,en,English,0,2089
846,37958,el,ελληνικά,6,2089
847,2026,en,English,0,1758
848,7450,en,English,0,2650
849,7450,zh,普通话,7,2650
850,11375,en,English,0,1510
851,9425,en,English,0,629
852,23685,en,English,0,2606
853,11866,en,English,0,1665
854,9741,en,English,0,784
855,211672,en,English,0,2494
856,23629,en,English,0,2589
857,23629,de,Deutsch,4,2589
858,8688,en,English,0,261
859,8688,cs,Český,23,261
860,10153,en,English,0,1632
861,153518,en,English,0,2306
862,8676,en,English,0,254
863,20829,en,English,0,1892
864,4349,en,English,0,1864
865,4349,ar,العربية,20,1864
866,9718,en,English,0,775
867,10808,en,English,0,1302
868,197,en,English,0,114
869,197,fr,Français,2,114
870,197,la,Latin,14,114
871,197,gd,,22,114
872,25,en,English,0,12
873,25,es,Español,1,12
874,25,la,Latin,14,12
875,25,ar,العربية,20,12
876,35,en,English,0,18
877,11086,en,English,0,1389
878,10477,en,English,0,1172
879,10477,es,Español,1,1172
880,10477,de,Deutsch,4,1172
881,1997,en,English,0,1696
882,1997,fr,Français,2,1696
883,1997,th,ภาษาไทย,8,1696
884,6947,en,English,0,2514
885,3050,en,English,0,1462
886,2675,en,English,0,1326
887,2675,pt,Português,16,1326
888,809,en,English,0,448
889,920,en,English,0,503
890,920,it,Italiano,3,503
891,920,ja,日本語,13,503
892,920,yi,,37,503
893,4806,en,English,0,1982
894,7451,en,English,0,2651
895,7451,es,Español,1,2651
896,7451,de,Deutsch,4,2651
897,7451,ru,Pусский,10,2651
898,7451,cs,Český,23,2651
899,228165,en,English,0,2528
900,3595,en,English,0,1639
901,16869,en,English,0,255
902,16869,fr,Français,2,255
903,16869,it,Italiano,3,255
904,16869,de,Deutsch,4,255
905,879,en,English,0,490
906,1573,en,English,0,636
907,1573,es,Español,1,636
908,9257,en,English,0,546
909,9257,es,Español,1,546
910,9257,fr,Français,2,546
911,1903,en,English,0,982
912,9697,en,English,0,767
913,395,en,English,0,1207
914,395,it,Italiano,3,1207
915,23398,en,English,0,2540
916,23398,fr,Français,2,2540
917,10590,en,English,0,1219
918,10590,fr,Français,2,1219
919,10590,vi,Tiếng Việt,38,1219
920,117263,en,English,0,2595
921,117263,ko,한국어/조선말,25,2595
922,200,en,English,0,116
923,44943,en,English,0,1767
924,587,en,English,0,304
925,57212,en,English,0,2792
926,152760,en,English,0,2119
927,152760,fr,Français,2,2119
928,152760,de,Deutsch,4,2119
929,152760,ru,Pусский,10,2119
930,2756,en,English,0,1347
931,33909,en,English,0,580
932,49017,en,English,0,2790
933,9882,en,English,0,861
934,9882,es,Español,1,861
935,9882,ar,العربية,20,861
936,2270,en,English,0,1166
937,978,en,English,0,524
938,44564,en,English,0,2099
939,3132,en,English,0,1752
940,8814,en,English,0,1680
941,8814,ja,日本語,13,1680
942,8427,en,English,0,135
943,8427,ru,Pусский,10,135
944,8427,hu,Magyar,39,135
945,52520,en,English,0,1570
946,52520,ru,Pусский,10,1570
947,80585,en,English,0,2490
948,80585,th,ภาษาไทย,8,2490
949,10592,en,English,0,1221
950,10592,de,Deutsch,4,1221
951,49021,en,English,0,2793
952,10550,en,English,0,1202
953,10550,es,Español,1,1202
