,movie_id,cast_id,character,credit_id,gender,actor_id,name,order,new_actor_id,new_movie_id
31,253412,11,Jan Arnold,548949ca92514161d5000fa9,1,116,Keira Knightley,6,7,2704
32,253412,2,Beck Weathers,52fe4e7f9251416c911338ed,2,16851,Josh Brolin,2,74,2704
33,253412,15,Jon Krakauer,54894a0092514161dc000f7e,2,50217,Michael Kelly,10,119,2704
34,253412,1,Rob Hall,52fe4e7f9251416c911338e9,2,76512,Jason Clarke,0,297,2704
35,253412,4,Scott Fischer,52fe4e7f9251416c911338f5,2,131,Jake Gyllenhaal,1,298,2704
36,253412,10,Peach Weathers,5331a5969251410b510018c1,1,32,Robin Wright,5,326,2704
37,253412,3,Doug Hansen,52fe4e7f9251416c911338f1,2,16861,John Hawkes,3,621,2704
38,253412,13,Helen Wilton,548949ed92514161c7000fca,0,1639,Emily Watson,8,820,2704
39,13922,14,PFC Lucas,52fe45b59251416c7505fb75,2,65731,Sam Worthington,15,0,2216
40,13922,21,Captain Prince,52fe45b59251416c7505fb99,2,17051,James Franco,1,47,2216
41,13922,81,Captain Redding,58c6eb9792514157e400042c,2,20982,Marton Csokas,3,191,2216
42,13922,95,General Kreuger,58c6efb692514157d40006f2,2,3211,Dale Dye,28,640,2216
43,13922,26,Margaret Utinsky,53d2ec89c3a3686b94000288,1,935,Connie Nielsen,2,688,2216
44,13922,1,Lt. Colonel Mucci,52fe45b59251416c7505fb49,2,4589,Benjamin Bratt,0,725,2216
45,49527,2,Nick Cassidy,52fe479ac3a36847f813e999,2,65731,Sam Worthington,0,0,202
46,49527,3,Lydia Mercer,52fe479ac3a36847f813e99d,1,9281,Elizabeth Banks,1,53,202
47,49527,8,Mike Ackerman,52fe479ac3a36847f813e9b1,2,53650,Anthony Mackie,6,70,202
48,49527,9,Valet,52fe479ac3a36847f813e9b5,2,6573,William Sadler,7,189,202
49,49527,5,David Englander,52fe479ac3a36847f813e9a5,2,228,Ed Harris,3,651,202
50,144336,10,James 'Monster' Murray,52fe4b2e9251416c750faf07,2,65731,Sam Worthington,1,0,2063
51,144336,74,Lou Cantrell (DEA Interrogator),5831f3d7c3a3685ba102e390,2,68180,Gary Grubbs,17,177,2063
52,144336,17,Investigator Caroline Brentwood,52fe4b2e9251416c750faf23,1,11616,Olivia Williams,7,205,2063
53,144336,9,John 'Breacher' Wharton,52fe4b2e9251416c750faf03,2,1100,Arnold Schwarzenegger,0,272,2063
54,144336,16,Julius 'Sugar' Edmonds,52fe4b2e9251416c750faf1f,2,18288,Terrence Howard,6,351,2063
55,144336,70,Floyd Demel,5831eff2c3a3685bad0272ab,2,42993,Martin Donovan,13,592,2063
56,48289,7,Young David Peretz,52fe475dc3a36847f8131cb7,2,65731,Sam Worthington,4,0,2616
57,48289,8,David Peretz,52fe475ec3a36847f8131cbb,2,8785,Ciarán Hinds,1,42,2616
58,48289,13,Stefan Gold,52fe475ec3a36847f8131cd3,2,207,Tom Wilkinson,2,113,2616
59,48289,12,Young Stefan Gold,52fe475ec3a36847f8131ccf,2,20982,Marton Csokas,5,191,2616
60,48289,6,Rachel Singer,52fe475dc3a36847f8131cb3,1,15735,Helen Mirren,0,209,2616
61,48289,11,Young Rachel Singer,52fe475ec3a36847f8131ccb,1,83002,Jessica Chastain,3,431,2616
62,54138,1,Nyota Uhura,52fe488dc3a36847f816d775,1,8691,Zoe Saldana,2,1,2046
63,54138,77,George Kirk,546920d222136e68c9001bdb,2,74568,Chris Hemsworth,20,62,2046
64,54138,137,Additional Voices (voice),546929fb22136e68d500185d,2,19278,Bill Hader,85,133,2046
65,54138,26,Khan Noonien Singh,52fe488dc3a36847f816d7c5,2,71580,Benedict Cumberbatch,6,143,2046
66,54138,71,Keenser,5469201f22136e68d80016a9,2,1295,Deep Roy,19,225,2046
67,54138,5,Pavel Chekov,52fe488dc3a36847f816d781,2,21028,Anton Yelchin,7,270,2046
68,54138,2,James T. Kirk,52fe488dc3a36847f816d779,2,62064,Chris Pine,0,285,2046
69,54138,17,Dr. Leonard 'Bones' McCoy,52fe488dc3a36847f816d7ab,2,1372,Karl Urban,3,286,2046
70,54138,3,Montgomery 'Scotty' Scott,52fe488dc3a36847f816d77d,2,11108,Simon Pegg,4,287,2046
71,54138,7,Hikaru Sulu,52fe488dc3a36847f816d789,2,68842,John Cho,5,288,2046
72,54138,23,Christopher Pike,52fe488dc3a36847f816d7c1,2,21089,Bruce Greenwood,8,289,2046
73,54138,57,Spock Prime,52fe488dc3a36847f816d86b,2,1749,Leonard Nimoy,25,290,2046
74,54138,129,Additional Voices (voice),5469291422136e68c70018c4,2,60279,Fred Tatasciore,82,291,2046
75,188927,8,Nyota Uhura,54d9f3d99251410a450014e6,1,8691,Zoe Saldana,4,1,271
76,188927,15,Krall,55927cea92514152d500081e,2,17605,Idris Elba,8,71,271
77,188927,17,Keenser,55927d5cc3a36877570007be,2,1295,Deep Roy,12,225,271
78,188927,12,Pavel Chekov,54d9f3f8c3a3687abe00158d,2,21028,Anton Yelchin,6,270,271
79,188927,9,James T. Kirk,54d9f3e0c3a3687aa900124a,2,62064,Chris Pine,0,285,271
80,188927,11,Dr. Leonard 'Bones' McCoy,54d9f3f29251410a3f0012aa,2,1372,Karl Urban,2,286,271
81,188927,13,Montgomery 'Scotty' Scott,55927cc1c3a36877410007cd,2,11108,Simon Pegg,3,287,271
82,188927,14,Hikaru Sulu,55927cdd9251415df8000739,2,68842,John Cho,5,288,271
83,188927,129,Teenaxi Leader (voice),57ed69bd9251416e02001591,2,74242,Shea Whigham,21,311,271
84,118340,10,Gamora,52fe4bd5c3a36847f8215d2d,1,8691,Zoe Saldana,1,1,1660
85,118340,136,Kree Ambassador,54a02e01c3a3682f2300aeb9,2,941,Tomas Arana,49,36,1660
86,118340,45,Xandarian Ladies' Man,53e69373c3a3684433001988,2,7624,Stan Lee,30,55,1660
87,118340,26,Thanos,538ce200c3a368715500332b,2,16851,Josh Brolin,13,74,1660
88,118340,1,Peter Quill / Star-Lord,52fe4bd5c3a36847f8215d01,2,73457,Chris Pratt,0,178,1660
89,118340,21,Groot (voice),52fe4bd5c3a36847f8215d5b,2,12835,Vin Diesel,3,273,1660
90,118340,25,Korath,5379f3efc3a3685531005ca7,2,938,Djimon Hounsou,8,277,1660
91,118340,16,Corpsman Dey,52fe4bd5c3a36847f8215d47,2,4764,John C. Reilly,9,410,1660
92,118340,23,Rocket  Raccoon (voice),52fe4bd5c3a36847f8215d5f,2,51329,Bradley Cooper,4,424,1660
93,118340,11,Yondu Udonta,52fe4bd5c3a36847f8215d31,2,12132,Michael Rooker,6,425,1660
94,118340,17,Nova Prime,52fe4bd5c3a36847f8215d4b,1,515,Glenn Close,10,426,1660
95,118340,19,The Collector,52fe4bd5c3a36847f8215d53,2,1121,Benicio del Toro,11,427,1660
96,118340,44,Grandpa,53daa707c3a36872b60002c9,2,2518,Gregg Henry,18,428,1660
97,118340,52,Howard the Duck (voice) (uncredited),53e86be7c3a36839950032f2,2,13922,Seth Green,37,429,1660
98,13475,20,Nyota Uhura,52fe456c9251416c7505617d,1,8691,Zoe Saldana,6,1,2109
99,13475,28,George Kirk,52fe456c9251416c7505619d,2,74568,Chris Hemsworth,12,62,2109
100,13475,134,Klingon Interrogator (scenes deleted) (uncredited),52fe456e9251416c75056353,2,8536,Victor Garber,112,167,2109
101,13475,109,Keenser,52fe456d9251416c750562ef,2,1295,Deep Roy,87,225,2109
102,13475,25,Pavel Chekov,52fe456c9251416c75056191,2,21028,Anton Yelchin,9,270,2109
103,13475,15,James T. Kirk,52fe456c9251416c75056169,2,62064,Chris Pine,0,285,2109
104,13475,21,Leonard 'Bones' McCoy,52fe456c9251416c75056181,2,1372,Karl Urban,5,286,2109
105,13475,18,Montgomery Scott,52fe456c9251416c75056175,2,11108,Simon Pegg,7,287,2109
106,13475,22,Hikaru Sulu,52fe456c9251416c75056185,2,68842,John Cho,8,288,2109
107,13475,23,Christopher Pike,52fe456c9251416c75056189,2,21089,Bruce Greenwood,4,289,2109
108,13475,26,Spock Prime,52fe456c9251416c75056195,2,1749,Leonard Nimoy,2,290,2109
109,13475,35,Ayel,52fe456d9251416c750561b9,2,5365,Clifton Collins Jr,16,300,2109
110,13475,54,Kelvin Engineer,52fe456d9251416c75056213,2,27031,Tim Griffin,32,352,2109
111,13475,36,Young James T. Kirk,52fe456d9251416c750561bd,2,6860,Jimmy Bennett,21,366,2109
112,13475,17,Nero,52fe456c9251416c75056171,2,8783,Eric Bana,3,538,2109
113,13475,19,Amanda Grayson,52fe456c9251416c75056179,1,1920,Winona Ryder,11,560,2109
114,22,31,Anamaria,52fe4210c3a36847f8000f1b,1,8691,Zoe Saldana,7,1,10
115,22,12,Captain Jack Sparrow,52fe420fc3a36847f8000ecb,2,85,Johnny Depp,0,5,10
116,22,1,Will Turner,52fe420fc3a36847f8000e8f,2,114,Orlando Bloom,2,6,10
117,22,4,Elizabeth Swann,52fe420fc3a36847f8000e9f,1,116,Keira Knightley,3,7,10
118,22,5,Captain Hector Barbossa,52fe420fc3a36847f8000ea3,2,118,Geoffrey Rush,1,10,10
119,22,36,Joshamee Gibbs,52fe4210c3a36847f8000f33,2,2449,Kevin McNally,6,11,10
120,22,14,Governor Weatherby Swann,52fe420fc3a36847f8000ed3,2,378,Jonathan Pryce,5,14,10
121,594,11,Torres,52fe4259c3a36847f801764b,1,8691,Zoe Saldana,7,1,309
122,594,6,Frank Dixon,52fe4259c3a36847f8017637,2,2283,Stanley Tucci,2,227,309
123,594,4,Viktor Navorski,52fe4259c3a36847f801762f,2,31,Tom Hanks,0,256,309
124,594,5,Amelia Warren,52fe4259c3a36847f8017633,1,1922,Catherine Zeta-Jones,1,656,309
125,228326,3,Maria (voice),52fe4ec79251416c7516217d,1,8691,Zoe Saldana,2,1,2568
126,228326,10,Xibalba (voice),543720790e0a2617d20006a7,2,2372,Ron Perlman,7,57,2568
127,228326,6,Pancho Rodriguez (voice),52fe4ec79251416c75162189,2,11159,Cheech Marin,5,247,2568
128,228326,27,General Posada / Dali / Chuy (voice),5559dad1c3a368776c00aba2,2,59784,Carlos Alazraqui,16,266,2568
129,228326,2,Joaquin (voice),52fe4ec79251416c75162179,2,38673,Channing Tatum,1,328,2568
130,228326,35,Land of the Remembered Captain (voice),55ee89919251413e3e018fb9,2,30488,Miguel Sandoval,24,670,2568
131,228326,4,Mary Beth (voice),52fe4ec79251416c75162181,1,18979,Christina Applegate,3,793,2568
132,228326,26,Skeleton Luis (voice),5559d9fb925141605400037b,2,11160,Danny Trejo,15,810,2568
133,228326,25,Carlos Sanchez (voice),5559d9259251417852001efb,2,1210,Héctor Elizondo,14,845,2568
134,228326,24,Candle Maker (voice),5559d848c3a368776c00ab42,2,9778,Ice Cube,13,878,2568
135,7461,20,Angie Jones,52fe447fc3a36847f8099a93,1,8691,Zoe Saldana,9,1,2658
136,7461,4,Rex Brooks,52fe447fc3a36847f8099a3f,1,10205,Sigourney Weaver,3,2,2658
137,7461,5,President Ashton,52fe447fc3a36847f8099a43,2,227,William Hurt,4,150,2658
138,7461,1,Thomas Barnes,52fe447fc3a36847f8099a33,2,6065,Dennis Quaid,0,377,2658
139,7461,24,Phil McCullough,543628110e0a2624b9001871,2,14888,Bruce McGill,11,678,2658
140,7461,3,Howard Lewis,52fe447fc3a36847f8099a3b,2,2178,Forest Whitaker,2,716,2658
141,7461,27,Ron Matthews,569d61b7c3a36858c8004008,2,7497,Holt McCallany,13,853,2658
142,7461,26,Holden,569d6198c3a36858d2003fd1,2,55755,Richard T. Jones,12,871,2658
143,62835,3,Cataleya Restrepo,52fe468fc3a368484e097593,1,8691,Zoe Saldana,0,1,2331
144,62835,4,Emilio,52fe468fc3a368484e097597,2,7248,Cliff Curtis,1,526,2331
145,11638,3,Theresa Jones,52fe446e9251416c75034723,1,8691,Zoe Saldana,2,1,1594
146,11638,1,Percy Jones,52fe446e9251416c7503471b,2,1897,Bernie Mac,0,473,1594
147,11638,2,Simon Green,52fe446e9251416c7503471f,2,18976,Ashton Kutcher,1,781,1594
148,22907,19,Rachel Jansen,52fe4455c3a368484e01d261,1,8691,Zoe Saldana,6,1,2413
149,22907,15,Gordon Jennings,52fe4455c3a368484e01d259,2,17605,Idris Elba,4,71,2413
150,22907,21,John Rahway,52fe4455c3a368484e01d265,2,8167,Paul Walker,7,274,2413
151,22907,24,Eddie Hatcher,52fe4455c3a368484e01d271,2,19487,Jay Hernandez,10,363,2413
152,22907,14,Jake Attica,52fe4455c3a368484e01d255,2,8177,Michael Ealy,3,822,2413
153,22907,13,Jack Welles,52fe4455c3a368484e01d251,2,2876,Matt Dillon,2,885,2413
154,190955,7,Vanessa,52fe4c739251416c910f55e1,1,8691,Zoe Saldana,4,1,2551
155,190955,6,Monica,52fe4c739251416c910f55dd,1,8293,Marion Cotillard,2,25,2551
156,190955,5,Natalie,52fe4c739251416c910f55d9,1,18973,Mila Kunis,3,231,2551
157,190955,9,Frank,52fe4c749251416c910f55e9,2,8289,Billy Crudup,1,527,2551
158,190955,51,Tommy,543468890e0a2658b2009257,2,53573,Olek Krupa,15,601,2551
159,190955,14,Lt. Colon,52fe4c749251416c910f55fd,2,11315,Noah Emmerich,9,647,2551
160,190955,11,Marie,52fe4c749251416c910f55f1,1,3127,Lili Taylor,7,693,2551
161,190955,10,Leon,52fe4c749251416c910f55ed,2,3085,James Caan,6,706,2551
162,190955,8,Chris Pierzynski,52fe4c749251416c910f55e5,2,2296,Clive Owen,0,825,2551
163,34813,1,Aisha al-Fadhil,52fe457e9251416c910345d7,1,8691,Zoe Saldana,1,1,1067
164,34813,4,Jake Jensen,52fe457e9251416c910345e3,2,16828,Chris Evans,2,64,1067
165,34813,5,William Roque,52fe457e9251416c910345e7,2,17605,Idris Elba,3,71,1067
166,34813,7,Wade Travis,52fe457e9251416c910345ef,2,7497,Holt McCallany,7,853,1067
167,164457,4,Lena Taylor,52fe4c7ac3a36847f8230473,1,8691,Zoe Saldana,1,1,326
168,164457,3,Russell Baze,52fe4c7ac3a36847f823046f,2,3894,Christian Bale,0,20,326
169,164457,8,John Petty,52fe4c7ac3a36847f8230483,2,5293,Willem Dafoe,4,39,326
170,164457,5,Harlan DeGroat,52fe4c7ac3a36847f8230477,2,57755,Woody Harrelson,2,321,326
171,164457,7,Rodney Baze Jr.,52fe4c7ac3a36847f823047f,2,1893,Casey Affleck,6,432,326
172,164457,9,Gerald 'Red' Baze,52fe4c7ac3a36847f8230487,2,9880,Sam Shepard,3,563,326
173,164457,6,Chief Wesley Barnes,52fe4c7ac3a36847f823047b,2,2178,Forest Whitaker,5,716,326
174,164457,11,Dan Dugan,52fe4c7ac3a36847f823048f,2,19453,Tom Bower,8,848,326
175,13497,2,Laila,52fe45729251416c75056bbd,1,8691,Zoe Saldana,1,1,2120
176,10560,2,Eva Rodríguez,52fe43889251416c750140a3,1,8691,Zoe Saldana,1,1,1206
177,17130,10,Kit,52fe47079251416c7508b96f,1,8691,Zoe Saldana,1,1,406
178,17130,1,Pete Wagner,52fe47079251416c7508b959,2,707,Dan Aykroyd,4,469,406
179,17130,8,Henry,52fe47079251416c7508b967,2,15033,Justin Long,5,610,406
180,17130,11,Caroline,52fe47079251416c7508b973,1,2109,Kim Cattrall,7,738,406
181,83686,5,Dora Jansen,52fe48b49251416c9109593d,1,8691,Zoe Saldana,1,1,905
182,83686,10,Mr. Jansen,52fe48b49251416c91095951,2,18999,J.K. Simmons,5,50,905
183,83686,6,The Old Man,52fe48b49251416c91095941,0,16940,Jeremy Irons,2,93,905
184,83686,3,Danielle,52fe48b49251416c91095935,1,59315,Olivia Wilde,4,241,905
185,83686,12,Joseph Cutler,52fe48b49251416c91095959,2,6752,Zeljko Ivanek,7,333,905
186,83686,7,Clay Hammond,52fe48b49251416c91095945,2,6065,Dennis Quaid,3,377,905
187,83686,4,Rory Jansen,52fe48b49251416c91095939,2,51329,Bradley Cooper,0,424,905
188,83686,11,Nelson Wylie,52fe48b49251416c91095955,2,21731,Michael McKean,9,840,905
189,83686,14,Timothy Epstein,52fe48b49251416c91095961,2,12122,Ron Rifkin,11,844,905
190,10681,88,Ship's Computer (voice),59bf4a4bc3a368307500cb35,1,10205,Sigourney Weaver,29,2,1256
191,10681,22,John (voice),53c61bc6c3a3686251001af8,2,7907,John Ratzenberger,4,212,1256
192,10681,46,Axiom Passenger (voice),561be32f9251415a5c001953,2,84495,Jess Harnell,16,222,1256
193,10681,14,Captain (voice),52fe43a29251416c75018119,2,60074,Jeff Garlin,2,248,1256
194,10681,48,Axiom Passenger (voice),561be35e9251415a6200172d,0,84493,Mickie McGowan,18,268,1256
195,10681,26,Axiom Passenger (voice),5587d7f0c3a368274c006b36,1,35159,Laraine Newman,8,269,1256
196,10681,21,"Shelby Forthright, BnL CEO",52fe43a29251416c7501811d,2,20753,Fred Willard,3,312,1256
197,10681,41,Axiom Passenger (voice),561be2c59251415a640016d0,2,78317,Bob Bergen,11,313,1256
198,43074,24,Rebecca Gorin,576d7fc49251410af90003c4,1,10205,Sigourney Weaver,27,2,1095
199,43074,16,Kevin Smith,55bfa9c19251413e49007153,2,74568,Chris Hemsworth,4,62,1095
200,43074,136,NY1 News Anchor #1,58c12d11925141732f00847f,2,1480047,Pat Kiernan,38,126,1095
201,43074,25,Martin Heiss,576d7fcc9251410b170003a5,2,1532,Bill Murray,24,378,1095
202,43074,15,Erin Gilbert,54e47482925141469f009399,1,41091,Kristen Wiig,1,423,1095
203,43074,26,Cabbie,576d7fe1c3a36874e4002303,2,707,Dan Aykroyd,25,469,1095
204,43074,14,Abby Yates,54e47470c3a36823d4002695,1,55536,Melissa McCarthy,0,543,1095
205,43074,35,Harold Fillmore,5788ee339251411e29001a05,2,4391,Charles Dance,6,544,1095
206,43074,18,Agent Hawkins,55bfa9df9251413bdc005d72,2,39390,Michael Kenneth Williams,7,545,1095
207,43074,17,Mayor Bradley,55bfa9d6c3a3686526006c13,2,1271,Andy García,9,546,1095
208,43074,19,Agent Rorke,55bfa9e8c3a3686534008216,2,59841,Matt Walsh,10,547,1095
209,147441,3,Tuja,52fe4ba69251416c75109a7b,1,10205,Sigourney Weaver,6,2,2824
210,147441,1,Moses,52fe4ba69251416c75109a73,2,3894,Christian Bale,0,20,2824
211,147441,28,Viceroy Hegep,5319c01592514177b100269d,2,77335,Ben Mendelsohn,4,30,2824
212,147441,29,Nun,5319c02c92514177ab00267d,2,2282,Ben Kingsley,7,188,2824
213,147441,6,Sethos I,52fe4ba69251416c75109a89,2,1241,John Turturro,2,219,2824
214,147441,32,Expert,54b94627c3a3686c6b005545,2,1125,Ewen Bremner,10,294,2824
215,147441,2,Ramses II,52fe4ba69251416c75109a77,2,33192,Joel Edgerton,1,296,2824
216,6947,7,Alice Hunt,52fe4469c3a36847f8094831,1,10205,Sigourney Weaver,4,2,2514
217,6947,3,Ivy Walker,52fe4469c3a36847f8094821,1,18997,Bryce Dallas Howard,0,48,2514
218,6947,23,Jamison,52fe4469c3a36847f809487f,2,44735,Jesse Eisenberg,13,91,2514
219,6947,6,Edward Walker,52fe4469c3a36847f809482d,2,227,William Hurt,3,150,2514
220,6947,5,Noah Percy,52fe4469c3a36847f8094829,2,3490,Adrien Brody,2,159,2514
221,6947,14,Kitty Walker,52fe4469c3a36847f809484d,1,20750,Judy Greer,11,180,2514
222,6947,8,August Nicholson,52fe4469c3a36847f8094835,2,2039,Brendan Gleeson,5,373,2514
223,6947,10,Vivian Percy,52fe4469c3a36847f809483d,1,1989,Celia Weston,7,569,2514
224,6947,4,Lucius Hunt,52fe4469c3a36847f8094825,2,73421,Joaquin Phoenix,1,687,2514
225,10199,7,The Narrator (voice),52fe43409251416c750093d7,1,10205,Sigourney Weaver,5,2,1044
226,10199,13,Botticelli (voice),5463b34dc3a36812590029dc,2,8785,Ciarán Hinds,8,42,1044
227,10199,4,Princess Pea (voice),52fe43409251416c750093cb,1,10990,Emma Watson,2,76,1044
228,10199,14,Gregory (voice),5463b369c3a3681247002a7e,2,1923,Robbie Coltrane,9,81,1044
229,10199,17,Mayor (voice),5463b3afc3a3681255002be8,2,8924,Frank Langella,12,107,1044
230,10199,12,Boldo (voice),5463b33ac3a3681252002aa4,2,2283,Stanley Tucci,7,227,1044
231,10199,5,Despereaux (voice),52fe43409251416c750093cf,2,4756,Matthew Broderick,0,516,1044
232,10199,6,Roscuro (voice),52fe43409251416c750093d3,2,4483,Dustin Hoffman,1,520,1044
233,10199,18,Principal (voice),5463b3c40e0a26780a002c32,2,28633,Richard Jenkins,13,529,1044
234,10199,11,Lester (voice),5463b32c0e0a267806002bea,2,3905,William H. Macy,6,571,1044
235,10199,19,Hovis (voice),5463b3d50e0a26780d002b9c,2,1062,Christopher Lloyd,14,864,1044
236,8078,1,Ripley,52fe4492c3a36847f809d98b,1,10205,Sigourney Weaver,0,2,2799
237,8078,7,Johner,52fe4492c3a36847f809d9a9,2,2372,Ron Perlman,3,57,2799
238,8078,12,Larry Purvis,52fe4492c3a36847f809d9bd,2,2221,Leland Orser,8,471,2799
239,8078,5,Annalee Call,52fe4492c3a36847f809d9a1,1,1920,Winona Ryder,1,560,2799
240,8078,8,Frank Elgyn,52fe4492c3a36847f809d9ad,2,7486,Michael Wincott,4,726,2799
241,8078,9,Dr. Jonathan Gediman,52fe4492c3a36847f809d9b1,2,1370,Brad Dourif,2,746,2799
242,8078,11,General Martin Perez,52fe4492c3a36847f809d9b9,2,6486,Dan Hedaya,6,818,2799
243,8077,1,Ripley,52fe4491c3a36847f809d8a7,1,10205,Sigourney Weaver,0,2,2798
244,8077,5,David,52fe4491c3a36847f809d8b9,2,4935,Pete Postlethwaite,3,436,2798
245,8077,4,Clemens,52fe4491c3a36847f809d8b5,2,4391,Charles Dance,2,544,2798
246,8077,9,Bishop II,52fe4491c3a36847f809d8c9,2,2714,Lance Henriksen,7,849,2798
247,8077,31,Junior,52fe4491c3a36847f809d927,2,7497,Holt McCallany,23,853,2798
248,8077,3,Dillon,52fe4491c3a36847f809d8b1,2,17764,Charles S. Dutton,1,865,2798
249,198184,8,Michelle Bradley,52fe4d719251416c911164d7,1,10205,Sigourney Weaver,6,2,2150
250,198184,9,Vincent Moore,54721160c3a36833ad000ffb,2,6968,Hugh Jackman,5,195,2150
251,5393,47,Frieda,52fe4404c3a36847f807d89f,1,10205,Sigourney Weaver,16,2,2141
252,5393,52,Freund 3/Zwerg 3/Bote/Wolf 2,52fe4405c3a36847f807d8b9,2,78798,Tom Kenny,18,224,2141
253,5393,51,Zwerg 1/Zwerg 2/Riese,52fe4405c3a36847f807d8b5,0,31531,John DiMaggio,17,229,2141
254,5393,44,Munk,52fe4404c3a36847f807d897,2,12900,Wallace Shawn,13,262,2141
255,5393,46,Prinz Humperdink,52fe4404c3a36847f807d89b,2,9657,Patrick Warburton,15,517,2141
256,5393,34,Ella,52fe4404c3a36847f807d883,1,11863,Sarah Michelle Gellar,3,789,2141
257,5393,33,Mambo,52fe4404c3a36847f807d87f,2,43120,Andy Dick,2,837,2141
258,926,39,Gwen DeMarco,52fe428ec3a36847f8027eef,1,10205,Sigourney Weaver,1,2,507
259,926,26,Alexander Dane,52fe428ec3a36847f8027ebb,2,4566,Alan Rickman,2,83,507
260,926,44,Lahnk,54e300549251411099003520,2,11678,Rainn Wilson,14,217,507
261,926,27,Fred Kwan,52fe428ec3a36847f8027ebf,2,4252,Tony Shalhoub,3,244,507
262,926,40,Jason Nesmith,52fe428ec3a36847f8027ef3,2,12898,Tim Allen,0,257,507
263,926,28,Guy Fleegman,52fe428ec3a36847f8027ec3,2,6807,Sam Rockwell,4,382,507
264,926,33,Laliari,52fe428ec3a36847f8027ed7,1,1294,Missi Pyle,10,481,507
265,926,35,Brandon,52fe428ec3a36847f8027edf,2,15033,Justin Long,9,610,507
266,39513,5,Tara,52fe47219251416c9106af37,1,10205,Sigourney Weaver,12,2,2471
267,39513,14,Adam Shadowchild,52fe47219251416c9106af5d,2,4175,Jeffrey Tambor,13,59,2471
268,39513,7,Haggard,52fe47219251416c9106af3f,2,19278,Bill Hader,5,133,2471
269,39513,6,Graeme Willy,52fe47219251416c9106af3b,2,11108,Simon Pegg,1,287,2471
270,39513,1,Paul (voice),52fe47219251416c9106af27,2,19274,Seth Rogen,0,342,2471
271,39513,10,Clive Gollings,52fe47219251416c9106af47,2,11109,Nick Frost,2,386,2471
272,39513,2,Pat Stevenson,52fe47219251416c9106af2b,1,43775,Jane Lynch,9,404,2471
273,39513,44,O'Reilly,52fe47219251416c9106b009,2,21131,Joe Lo Truglio,7,412,2471
